user_id,inf,weibo_num,focus_num,fans_num,level,verified
丸丸1212丸丸,"['丸丸1212丸丸', '\xa0女/香港    \xa0    ', '今天，我见到彩虹🌈', '100%苹果执笠[贊][贊]👏👏', '迟一点连100毛、立(坏心)肠新闻也被蜡干封干，就真正普天同庆可喜可贺了[贊啊][贊啊][贊啊]', '买支大的苹果汁与同事一齐庆祝苹果执笠', '端午节到了', '我很喜欢这个中国节日，因为又是可以大吃大喝一番的时候，还有我最喜爱的粽子。', '已经是第六年亲手裹粽派给亲朋好友了，希望收到的都幸福快乐。', '祝大家端午节快乐，身体健康[愛你][愛你][愛你]', ' ', ' ', '天气闷热', '外出走走、或自己弄点甜吃', '散一散郁结', '近期太多负面新闻', '希望同事们努力', '不要辜负大家的爱戴爱锡', ' ', '昨日，我話比我家大少(我的丈夫)知，我首次订了天猫超市，买了292人民幣的货品(其中包括16蚊运费)会直送到家中。', '之后我家大少好语重心长话：香港嘅零售业已经咁萧条，仲唔支持吓嘅话真系有好多人失业！', '我话：我明㗎，但同一件货品，边有人会同钱作对？', '佢唔理我，继续咿咿哦哦，于是我比咗呢两张同一...', '情报显示，某位香港阿太在15分钟内横扫香港优品360店超过20kg粉，真系咁够胆咁狼死？[費解]', '「四点钟阿丸」为大家直击报道，即刻拉队掩至该天水围阿太家中，一入屋就见到如此浩瀚大场面', '今天早上，我很荣幸出席一个表扬曾在2019年6月至2020年3月期间參与「踩浪者行動」的受勳典礼。', '說实在的，可以选择的话，我宁可香港沒有发生过这次黑暴事件，香港沒有被无恥之徒破坏、撕裂，真正有良心的巿民沒有被伤害。', '很多朋友都不明白為何我對暴徒、黃尸曱甴恨之入骨，因为我们从來沒有去攻击或...', '过往我頗喜欢陳奕迅', '今天起，更加欣賞他', '大大个「粟米碎蛋沙律包」，每个都手牽手緊貼在一起的', '支持中國人', ' ', '这陣子很忙', '凌晨二时下班', '今天一早又要上班了', '今天是期待已久接种「科兴」疫苗的日子，实在太兴奋了[太開心][太開心]', '今早和妈妈及印尼外傭到达接种中心，一切都很流畅，更感恩遇到一个很友善及有经验的姑娘，她的手势十分好，注射后更沒有任何疼痛的感觉[愛你][愛你]', '要感谢祖国的支持，希望早日清零、早日通关、早日回復昔日的繁榮[太開心]...', '一个27层的芒果千层蛋糕', '居然得到我家大少的[贊啊]賞', '下一次要做一个30层的嗎']",185,175,23172,会员等级：4级 ,认证信息：香港警察
上帝之鹰_5zn,"['上帝之鹰_5zn', '\xa0男/福建    \xa0    ', '不得不提醒大家一句：用极端言论煽动女性群体仇男的拳师账号，皮下未必是真正的女性；同理，用极端言论煽动LGBT群体反华的账号，皮下也未必是真正的LGBT。所以大家打击时一定要注意精准命中，不要动辄横扫一大片，那就中了敌人的分化挑拨之计了。 ', '美军匆匆撤离后留下的东西 ', '意大利球迷疯狂了 ', ' ', '【拍2件 39.9】初吉 代餐乳清蛋白棒共18支', '即食补充能量的蛋白棒，膳食营养，2种口味可选，优质乳清蛋白补充能量，无添加蔗糖，0反式脂肪，高饱腹，易携带！ ', '仁和药业，益生菌类目TOP1', '美军还没完全撤离，澳军就迫不及待地完成撤离了。毕竟在当地欠下的血债太多，人家清算起来可不是好玩的。 ', '埃尔多安宣布：土耳其已经与美国达成协议，将在美军撤离后接管喀布尔机场。塔利班已发出警告，将视土军为占领军。 ', '林郑：已向中央提交报告，争取通过配额形式局部通关，但不会放弃严守的防疫态度 ', '本港新增一例本地感染变种病毒个案，可怕的是感染源头不明 ', ' ', '“光城者”炸弹恐袭案，警方再拘5人，其中包括另一名金主 ']",72787,590,2363434,会员等级：6级 ,认证信息：译员，代表作有《迦太基必须毁灭》等 军事博主
武汉身边事,"['武汉身边事', '\xa0女/湖北    \xa0    ', '【乘电梯过天桥！', ' ，还有这些在规划中】近日，位于汉口同济医院附近的一座新建人行天桥——“同济健康天桥”手扶电梯开通运营，方便了不少过往市民。长江日报记者探访发现，武汉已有8座人行天桥加装了电梯，还有多部人行天桥加装电梯已纳入规划。（来源 长江日报） ', ' ', '【', ' 医生提醒：水晶泥含硼砂超标或致死】近日，湖北武汉，9岁的女孩甜甜在家玩水晶泥时，不小心将一小块水晶泥揉入眼中，瞬间便感到疼痛难忍，泪流不止。送医检查后，医生诊断为硼砂入眼导致角膜受损，虽然经过左眼羊膜移植手术，但左眼裸眼视力也只能恢复到0.08。医生提醒...', '【', '】7月10日下午5点半，武汉大学生小文（化名）在欢乐谷高架桥下占道售卖荧光棒，被市容巡查员暂扣货物。小文说一名市容巡查员表示如果给他一点好处，他立即将暂扣的荧光棒还给他。小文随后买了一包烟给该巡查员，巡查员随即将荧光棒还给小文。欢乐谷区域市容管理工...', ' 【湖北大学2021高考录取进度及录取分数线来了！】', ' 2021高考招生录取进度及录取分数线，具体请戳：', ' ', ' 你小时候养过蝈蝈吗？ ', ' ', ' 近日，武汉欢乐谷举办电音节，现场一位保安小哥哥因长相帅气走红，长得神似吴磊，又像极了刘昊然。网友：听演唱会什么的已经不重要了！', '【', ' 市场 虫鸣声唤起童年回忆】很多年前，武汉伢能有一只竹笼子关着的蝈蝈，是夏天最开心的事情之一。随着城市生活变迁，这样的情景难再有，然而，今年夏天刚刚入伏，武汉街头就出现了“笼子里的蝈蝈”，价格不算便宜，却有不少家长愿意给孩子买来感受自己曾经体会过的快乐。你小时候...', '【入伏啦！', '】7月11日，武汉入伏。当日，全市38家游泳场馆开始对中小学生免费开放。据悉，7月11日至30日，全市中小学生可凭有效学生证件(《中学生手册》或《小学生综合素质评价报告书》)进入38家定点游泳场馆免费游泳。每天集中开放时间为9:00至11:00和15:00至17:00...', ' 小调查，你最常用哪种方式过马路？ ', ' ']",123899,2891,1163866,会员等级：7级 ,认证信息：微博武汉同城大使 知名本地博主
吃喝玩乐潮北京,"['吃喝玩乐潮北京', '\xa0女/北京    \xa0    ', ' 北京好吃的串，你喜欢哪一家 ', '北京的美食，到底有多讲究？ ', '有多少人被北京鸟巢的烟花表演震撼？你去看烟花了吗？ ', ' ', '最美的长城，你去过几个？ ', ' 在北京的小伙伴，宝藏福利来了！6月10日-29日，上支付宝搜【北京地铁】，每天都能抽地铁免单券，点首页出行还有机会领10张2元地铁券。一台手机，一个支付宝app，带你畅游北京~ ', '外地来北京，这10件事一定要做好，良心推荐！ ', ' ', '北京6个文艺满满的打卡拍照地，强烈推荐给您！ ', '北京这4个避暑胜地不要错过', '在市郊，其实还有一大片遗世独立的净土，在钢筋水泥的现代城市之外，构筑着风光秀丽的世外桃源。 ', '三里屯还有多少你没吃过的美食？ ', '5月就要结束了，这些新开的小店有你喜欢的吗 ']",2380,47,6006822,会员等级：6级 ,认证信息：  本地资讯博主（北京）
吃喝玩乐潮北京,"['吃喝玩乐潮北京', '\xa0女/北京    \xa0    ', ' 北京好吃的串，你喜欢哪一家 ', '北京的美食，到底有多讲究？ ', '有多少人被北京鸟巢的烟花表演震撼？你去看烟花了吗？ ', ' ', '最美的长城，你去过几个？ ', ' 在北京的小伙伴，宝藏福利来了！6月10日-29日，上支付宝搜【北京地铁】，每天都能抽地铁免单券，点首页出行还有机会领10张2元地铁券。一台手机，一个支付宝app，带你畅游北京~ ', '外地来北京，这10件事一定要做好，良心推荐！ ', ' ', '北京6个文艺满满的打卡拍照地，强烈推荐给您！ ', '北京这4个避暑胜地不要错过', '在市郊，其实还有一大片遗世独立的净土，在钢筋水泥的现代城市之外，构筑着风光秀丽的世外桃源。 ', '三里屯还有多少你没吃过的美食？ ', '5月就要结束了，这些新开的小店有你喜欢的吗 ']",2380,47,6006822,会员等级：6级 ,认证信息：  本地资讯博主（北京）
寰亚SYHP,"['寰亚SYHP', '\xa0男/其他    \xa0    ', ' 欧洲杯决赛，开场比赛第2分钟，英格兰队特里皮尔传中，卢克肖破门，英格兰1-0意大利。', '下半场比赛进行到第66分钟，意大利维拉蒂门前头球攻门被扑出，博努奇补射破门，意大利1-1英格兰。', '加时赛双方无进球，点球大战意大利4比3（点球3:2）战胜英格兰队。意...', ' 海地总统遇刺案“关键人物”在佛罗里达被捕、此人自己想当海地总统。', '海地国家警察局长查尔斯表示，警方怀疑一名在美国生活了20多年的海地“医生”萨侬为刺杀事件的幕后主使，并在美国佛罗里达州逮捕了他。', '萨侬虽然自称医生，但没有行医执照，多年来经商失败，一度破产，却为此...', ' 英格兰和意大利的欧洲杯决赛前，狂热的英格兰球迷聚集在伦敦街头举行狂欢。将莱斯特广场变成垃圾场 ', ' ', '意大利那不勒斯，球迷燃放烟花庆祝意大利队夺得', ' 冠军🏆 ', ' ', '威廉王子、乔治小王子 看一场球赛，经历人生大起大落。', ' ', ' ', ' 大多数人只见开头，没有想到结尾是这样', ' 阿富汗政府在喀布尔测试导弹防御系统。', '塔利班目前的战场策略是放弃进攻人口稠密的大城市，主要担心民众伤亡过大，会引起国际谴责。如无意外，将来塔利班进攻喀布尔的时候，会采用围城策略。 ', ' ', '数据包括235个国家/地区。前10名分别是：', '1中国 1439323776 ', '2 印度 1380004385 ', '3 美国 331002651 ', '4 印尼 273523615 ', '5 巴基斯坦 220892340 ', '6 巴西 212559417 ', '7 尼日利亚 206139589 ', '8 孟加拉国 164689383 ', '9 俄罗斯 145934462 ', '10 墨西哥 128932753 ', ' 遇难人数升至90人 、仍有31人失踪', '当地时间11日，美国佛罗里达州官方宣布，迈阿密公寓倒塌造成的遇难人数已达到90人，修正数据之后，仍有31人下落不明。', '以色列救援队在完成任务之后，当地各部门为他们举行了欢送仪式 ', ' ', '印度古吉拉特邦首席部长阿米特·沙阿在艾哈迈达巴德的贾格纳特神庙给大象喂食 ', ' ']",43294,16,1595522,会员等级：7级 ,认证信息：海外资讯博主 资讯视频自媒体
观察者网,"['观察者网', '\xa0男/上海    \xa0    ', '【台湾国民党主席参选人：只有回到马英九时代，两岸才能和平】7月11日，台湾彰化县前县长卓伯源通过脸书宣布参选国民党主席，批评现任主席江启臣丢掉两岸和平的基础“九二共识”，跟随民进党政策，缺乏在野监督的角色与力量。唯有回到前“总统”马英九时代，才能维持两岸和平，进行平等沟通与交流。 ', '【预警升级！', '】上海中心气象台2021年07月12日10时50分发布高温橙色预警[Ⅱ级/严重]：受西太平洋副热带高压影响，预计今天全市大部地区的最高气温将超过37℃，高温黄色预警信号更新为高温橙色预警信号。 ', '【泪目！', '】7月11日，一场《中国医生》的观影活动邀请到了10名北京援鄂医疗队的队员，这些亲历一线抗疫工作的白衣战士，在映后分享时或铿锵有力，或动情泪下。“这个电影让我身临其境，有无数的感动”、“医护人员的天职是救死扶伤，生命比天大”、“不顾个人安危，那是一种本...', '【', '】乱扔垃圾、打架、无票球迷冲击球场、冲撞警察、烧意大利国旗...“臭名昭著”的英格兰球迷又来了。', ' ', '【海地警方：刺杀总统的武装人员受雇于美国公司】海地国家警察局长里昂·查尔斯（Léon Charles）7月10日接受美国《迈阿密先驱报》采访时表示，海地警方怀疑一名在美国生活了20多年的海地“医生”萨侬（Christian Sanon）为刺杀事件的幕后主使，并逮捕了他。', '萨...', '【', '，曾乘宁波至南京高铁】据微信公众号“南京发布”消息，2021年7月9日，南京市雨花台区接安徽省萧县疾控中心协查通知，协查对象肖某为安徽省通报的境外输入新冠肺炎无症状感染者的密切接触者。雨花台区疾控中心立即开展排查，当日下午14时将肖某送至集中隔离点接受医学...', '【', ' 飞船高度未达国际标准被嘲“高空飞机”】太空旅游公司“维珍银河”70岁的创始人理查德·布兰森11日搭乘太空船二号（SpaceShipTwo）到达约86公里高的轨道，体验数分钟的太空失重后成功返回。这个高度被美国联邦航空管理局认证为太空的边缘。这使得布兰森成为首位登上太空的...', '【中国领馆澄清：', '】近日，个别俄罗斯媒体发布消息称“闫文滨总领事对媒体表示，中俄双方将互认中国的科兴疫苗和俄罗斯的‘卫星一V’疫苗，并将于今年9月东方经济论坛期间予以宣布”。驻符拉迪沃斯托克总领馆对此郑重澄清，这一报道完全不属实。目前没有这方面的任何消息。 ', '【', '【哇！', ' ']",137605,1239,17601781,会员等级：7级 ,简介:商务合作：market@guancha.cn或加QQ ：2920915625
南都周刊,"['南都周刊', '\xa0男/广东    \xa0    ', '南都周刊传媒""全民影响力盛典""盛装启幕，', '同时揭晓，我们通过独立的视角，客观的舆情分析，结合行业评委、专家意见、网络投票结果和编辑部筛选，最终评选出这份扎实的“全民影响力榜”，紧贴时代脉搏，聚焦最受全民关注的品牌、产品和个人。敬请关注！ ', ' ', '【', '，', '】7月11日，英国维珍集团创始人、70岁的理查德·布兰森搭乘旗下维珍银河的飞船到达86公里高的轨道，体验数分钟的太空失重后，成功返回，成为首位登上太空的商业航天企业创始人。不过，飞行高度超过美国认定的80公里高度即为太空的标准，但未到...', '【', ' 】2020欧洲杯，C罗以5粒进球和1次助攻夺得本届欧洲杯金靴！', '虽然进球数和希克相同，但C罗在助攻数和出场时间上与这位捷克射手相比全部占优，因此他最终也获得了本届欧洲杯金靴奖的的荣誉，而希克则排名射手榜的第二位。 ', ' ', '【', '】7月9日，南京市雨花台区接安徽省萧县疾控中心协查通知，协查对象肖某为安徽省通报的境外输入新冠肺炎无症状感染者的密切接触者。雨花台区疾控中心立即开展排查，当日下午14时将肖某送至集中隔离点接受医学观察。7月9日新冠病毒核酸检测，结果为阴性；7月11日...', '【雨强风大！', '】预计今天，北京市仍有明显降雨，局地雨强较大，雨量可达大雨到暴雨，傍晚减弱；白天大部地区风力4级左右，阵风可达7～8级；暴雨黄色、大风黄色及雷电黄色预警中。受暴雨影响，首都机场已调减航班285班，取消10架次。提醒：周一早高峰，出行注意安全！(...', '【首支抵达东京的中国奥运代表团队伍：正沟通解决', '问题】作为', '队伍，中国帆船帆板队11日开启赛前准备工作，并正与赛会组织方沟通解决入住酒店的防疫漏洞问题。据悉，赛事酒店存在住宿区域不够封闭，海外运动员和其他游客混杂居住的漏洞。（新华社...', '【', '】7月11日0时至24时，云南省新增新冠肺炎本土确诊病例9例（2例为7月9日无症状感染者转为确诊病例），新增境外输入新冠肺炎确诊病例3例。', '截至7月11日24时，云南省现有新冠肺炎确诊病例148例（本土59例，境外输入89例）、新冠肺炎无症状感染者20例（本土1例，境外输入19例）...', '【90秒回顾欧洲杯决赛精彩集锦：英格兰开局闪电破门，意大利点球取胜】北京时间7月12日凌晨，意大利以点球大战3:2、总比分4:3击败英格兰，赢得2020欧洲杯冠军。这也是该球队时隔53年后，再次夺得欧洲杯德劳内杯。一起回顾决赛中的精彩时刻。  （海客新闻）', '...', '【美！', '】7月10日，盛夏雨后，在南京老山、灵谷寺景区等，萤火虫翩翩起舞，网友说这是', '。萤火虫喜栖于潮湿温暖、草木繁盛的地方，最佳观赏时间是晚上7~9点。提醒：文明观赏，避开车灯、闪光灯等光源，否则会惊扰到小精灵们。', '...', '【', ' 房东：已准备起诉】7月8日，河北保定一民宿老板称一女孩租其民宿两月后突然失联，出于担心前去查看，却发现密码锁已被换，强制开锁后发现房间竟变成了垃圾屋。据悉，租客是2001年的，平时又漂亮又时尚。当天房东报警取证，准备到法院起诉。', '...', '【', '】日前，国家市场监督管理总局专门针对主动降噪耳机进行了风险监测，共涉及47家企业的60副耳机，其中25副是头戴式主动降噪耳机，35副是入耳式主动降噪耳机。耳机价格区间在199元到2950元，其中国内品牌耳机20副，国外品牌的主动降噪耳机40副。 ', '国家市场监管总局最终将风...']",46706,447,9614694,会员等级：5级 ,认证信息：南都周刊官方微博
环球时报,"['环球时报', '\xa0男/北京    \xa0    ', '【', '】1949年5月27日，上海解放。枪声停息后的第一个清晨，马路两边湿漉漉的地上睡满了解放军战士。在随部队进驻上海的人群中，当时20岁出头的随军摄影师看到这个场景不禁感叹：这就是我们的解放军啊…', ' ', '【50秒看', ' ：巴基斯坦跃升六位，日本跌出前十】', '，2021年7月11日，是', ' 。联合国经济和社会事务部发布的2019年《世界人口展望》报告预测，世界人口将在本世纪末左右达到顶峰，接近110亿。', ' ', '【BBC发布年度报告：一年收到近50万次观众投诉，创历史新高】国广播公司（BBC）日前发布年度报告显示，BBC去年共收到近50万次观众投诉，认为其报道存在“偏见”，投诉数量创下有记录以来新高。', '英国《每日邮报》10日报道称，年度报告显示，2020至2021年度，BBC共收到462255起投诉，比2019至2020年度增...', '【', '  民众大屏幕前蜂拥围观】据路透社7月12日报道，英国维珍银河公司的“团结”号太空船7月11日完成首次满员太空试飞，向其商业太空游计划迈进一步。该公司创始人理查德·布兰森作为机组成员参与此次试飞。美国东部时间11日约10时40分，维珍银河一架双体运输...', '【佛州遇难者升至86，美政府却在宣扬“猫奇迹”】美国佛罗里达州公寓坍塌事故官方统计的遇难人数上周末升至86人。两周的搜救一无所获，一只黑猫却作为“唯一幸存者”受到媒体关注，当地政府更是“邀功般”盛赞这只死里逃生的猫。对于官方高调宣扬“奇迹”的操作，许多民众并不买账，他们质问：这就是搜...', '【被拒签中国学生准备起诉美政府】2020年5月，美国时任总统特朗普签署10043号总统令，打着“防间谍”及“保护知识产权”等幌子，针对中国理工类留学生及学者的赴美学习、交流活动进行严格限制。时隔一年，现任美国政府还在延续这种恶政，相关学科或教育背景的留学生赴美签证仍然遭到无理拒签，拜登政府...', '【郭台铭：完成与BNT疫苗有关合约签署，对疫苗采购过程大陆没有任何指导或干涉】台湾鸿海创办人郭台铭今天（12日）凌晨在脸书发文证实，他的团队已完成与BioNTech（BNT）新冠疫苗有关的合约签署，但还要努力催促到货时间和到货数量，他强调在洽购期间，中国大陆没有对疫苗采购过程有任何指导或干涉。', '...', '【', ' 男子不顾危险冲入洪水中救下一人】', '7月11日，河南焦作，受丹河上游暴雨影响，形成了洪水沿丹河下泄，沁阳、博爱沿丹河两岸受到较大影响。焦作境内沿岸村庄进水，车辆被凶猛的洪水卷走。一男子发现洪水中还有人时，立即冲进去将其救出。...', '【最可爱的人！', '【空场太冷清？', '】近日，东京奥运会宣布部分比赛将空场，为了活跃气氛，日本人或采取一些新措施，比如在看台布置跳舞机器人、放置印有观众人像的横幅、直播观众观看比赛时的表情等。', ' ', ' ']",211463,736,29628449,会员等级：7级 ,认证信息：《环球时报》微博
台湾黄豆皮,"['台湾黄豆皮', '\xa0男/北京    \xa0    ', ' 小时候，我曾有个梦想。当一个古生物学家，但随着年纪的增长就把这个梦给淡忘了。下午花了几个钟头搞出土的鸟手龙，让我心满意足。这画面看着还是挺疗愈的。嘤嘤嘤 ', ' ', '昨天晚上被地震搖了幾下，感覺不是挺大的就繼續做自己的事；到了今天凌晨又被地震震醒，感覺不會變太大，又睡回去了，這大概就是一般台灣人對地震的態度了。搖久了就習慣了。', ' ', '傳說中的答非所問與打臉[打臉][打臉]', '一下說是流亡政府，現在又說主權獨立，有人是不是太沒有原則了？', ' ', '七七事變打響第一槍的是', ' 團長，他在中國人的反侵略戰爭中存活了下來，卻不幸地死於中國人的內戰。死後被追封為二星上將，他今日被安葬在國軍五指山公墓，我的爺爺也葬於此。當年有他們的犧牲，我們才得以有今天的日子。銘記歷史，毋忘北平。...', ' 看到圣祖二字的商品，下意识会让我想到康熙，结果看这人的头怎么带着明朝的头冠。翻后面才知道圣祖是缩写：“圣上贡品，祖艺薪传”。真可恶，玄烨他老人家被消费了一下…。我没有很喜欢贡糖，但你们到金门还是可以试试。 ', ' ', ' ', '台灣地區有關部門，總是聲稱對岸政府在國際打壓台灣購買疫苗的權利。對岸政府都無法阻止台灣採購美國武器，能阻止台灣採購疫苗？想成為一個國家，卻沒有成為一個國家該有的作為，做不到給人民普篩也做不到區域封城，現在打的疫苗還死那麼多人。我早就不注意台灣...', '好啦，我聽見了啦，等你們趕緊來。', '美軍軍機都落地台灣了，領導人都公開給美帝的死狗披麻帶孝，我們再不回歸祖國，我們這些中國台灣人會被犧牲掉的。 ', ' ', '來吧，我們在這裡。', '100歲了，加油啊。', '我們台灣帶路黨一直都在。 ', ' ', ' ', '《義勇軍進行曲》不能在微博公開唱，萬般無奈下，看來只能拿別國國歌來迎接明天的百年黨慶了。下面的歌詞還是挺有中國味的，伴奏豪邁又高亢，就決定是你了。', '「光榮啊，我們自由的祖國，', '兄弟民族的古老聯盟，', '先輩們賦予的智慧屬於人民！', '光榮啊，祖國！我們為你驕傲！」...', '我从没遇过这种问题，因为我的英语发音很难不正确。我在台湾的辛巴克也没遇过店员纠正客人发音的事情，但也没遇过店员发音可以达到我的等级。（我相信有，只是我还没遇过）点单只要能传递信息就够了，发音准确倒是其次，要是在台湾的辛巴克出现这种刁难事，直接投诉脸书...']",1087,119,88304,会员等级：6级 ,性取向：女
共青团中央,"['共青团中央', '\xa0男/北京    \xa0    ', '看，万山红遍。', ' ', '纽约地铁被淹，有美国网民“碰瓷”中国地铁，结果……', '【致敬！高空勇士', '【', '】上海复星医药集团7月11日发布公告，公司所属复星实业与台积电、鸿海及永龄基金会日前已签订mRNA新冠疫苗的销售协议。根据协议，复星实业将向上述采购方销售共计1000万剂mRNA新冠疫苗。国台办发言人朱凤莲曾表示，岛内有意愿的县市、民间机构和企业等可以依照正常商...', '【', '】日前，福建一学生发现有人在网上从事危害国家安全的活动，通过拨打12339电话进行举报，经安全部门查实后，成功制止和惩处了这起危害国家安全的事件', '【', '】七一勋章获得者张桂梅创办的全国第一所全免费女子高中，帮助近2000名贫困山区女孩圆了大学梦。为进一步提高丽江华坪女高人才培养能力，现招聘紧缺急需专业技术人才18名：高中语文教师2人、数学教师2人、英语教师2人、政治教师2人、历史教师2人、地理教师2人、物...', '中国奥运代表团首支队伍抵达日本，奥运健儿加油！', '牺牲的救火直升机机长最后一句话：“稳住我来”！', '中国航天员', '，用双手创造美好生活', '【随军摄影师回忆解放军露宿上海街头】1949年5月27日，上海解放。在随部队进驻上海的人群中，一名随军摄影师看到了一个场景，不禁感叹：这就是我们的解放军啊…… ', ' ', '阿富汗民众质问白宫：']",49806,1338,16316952,会员等级：7级 ,认证信息：共青团中央官方微博
武汉吃喝玩乐新鲜事,"['武汉吃喝玩乐新鲜事', '\xa0男/湖北    \xa0    ', '近日，湖北武汉。一名64岁老奶奶坚持要给外国男友汇款，这是她今年第三次因网恋被骗。此前她一次被民警拦下，一次被骗5000元，这次对方又提出“借5万还200万”。民警发现骗子连头像都没换，只换了3个身份，奶奶信了3次。', '  ', '【右眼莫名流泪 ', '】据看看新闻消息：最近一个月，武汉市民李先生发现右眼总是无缘无故流泪，他到医院一检查，医生意外发现罪魁祸首就是他鼻腔里有一个囊肿。医生在摘除的过程中，意外发现了一颗牙齿。医生介绍，鼻腔上颌窦长牙并不罕见，但是能长这么大，并且还形成囊肿导致泪...', ' 这么强的短时特大暴雨，武汉逃不过看海了', '来武汉必须要坐一次402公交，它几乎经过武汉每一个值得去的地方。从人声鼎沸的武昌火车站到安静温柔的东湖，从烟火气十足的南京路到商业化小资的武汉天地，在这条公交路线上，我们能遇见更多不一样的武汉~', '武汉的小朱是一名快递小哥，30岁出头的他很想找个女孩恋爱结婚。去年疫情期间，他在社交软件上认识了一名女孩，两人很快确定了恋爱关系。这一年期间，对方以各种理由向小朱要钱，共计近十万元。接警后，民警调查发现，小朱的“女友”其实是一名邋遢的中年男子。目前，嫌疑人已被警方刑事拘留。...', '在湖北武汉，有这样一家特殊的拉面店，环卫工人和残疾人进店吃面一律半价。困难居民实在没钱，现场道声“谢谢”，老板就干脆免费。为了避免对方尴尬，老板在顾客吃完面后从不主动提出“买单”。推出爱心服务3个月来，小店已经为百余人提供服务。', ' ', '6月11日早上7点半，当你刚从睡梦中醒来时，', ' 的操场上已经聚集了2000余名毕业生，举行盛大的毕业典礼。“我们5点多就起来，期待着毕业典礼，一大早大家一起来毕业，感觉很特别。”该校毕业生古皓然说。极目新闻记者获悉，该校多年来都把毕业典礼开在一早，“早上办...', '6月10日，真快乐线下主题沙龙交流活动第二站在武汉楚天传媒大厦举行，现场品牌方代表及媒体代表围绕', '，提出了诸如“老牌零售行业不仅需要冲破行业圈层，又需要推动行业更好的发展。”“让优质与低价共存，真正的做到优质低价还利于消费者，同时用创新的营销模式打动消费者”等精彩...', '6月7日，武汉一高考考场散场后，家长和考生没有留下一片垃圾，10余名环卫工扑了空。一位环卫工介绍，这次为了清洁考场门口的卫生，来了10多名环卫工，但是看到人群散去的考场，几乎没有一片垃圾，心里觉得这一届的考生家长素质很高，比以往高太多了。', '...', ' 近日，湖北武汉。婴儿掉落地铁轨道，一位白衣小伙跳下站台救出，小伙未留下姓名离开。这位平凡英雄已被找到，他叫李俊杰，是一位30岁的父亲，他说只是做了件平常事情。', '  ']",2126,109,5845336,会员等级：6级 ,简介:武汉新鲜事，专注武汉！分享武汉的一切吃喝玩乐，让你爱上武汉！
武汉吃喝玩乐新鲜事,"['武汉吃喝玩乐新鲜事', '\xa0男/湖北    \xa0    ', '近日，湖北武汉。一名64岁老奶奶坚持要给外国男友汇款，这是她今年第三次因网恋被骗。此前她一次被民警拦下，一次被骗5000元，这次对方又提出“借5万还200万”。民警发现骗子连头像都没换，只换了3个身份，奶奶信了3次。', '  ', '【右眼莫名流泪 ', '】据看看新闻消息：最近一个月，武汉市民李先生发现右眼总是无缘无故流泪，他到医院一检查，医生意外发现罪魁祸首就是他鼻腔里有一个囊肿。医生在摘除的过程中，意外发现了一颗牙齿。医生介绍，鼻腔上颌窦长牙并不罕见，但是能长这么大，并且还形成囊肿导致泪...', ' 这么强的短时特大暴雨，武汉逃不过看海了', '来武汉必须要坐一次402公交，它几乎经过武汉每一个值得去的地方。从人声鼎沸的武昌火车站到安静温柔的东湖，从烟火气十足的南京路到商业化小资的武汉天地，在这条公交路线上，我们能遇见更多不一样的武汉~', '武汉的小朱是一名快递小哥，30岁出头的他很想找个女孩恋爱结婚。去年疫情期间，他在社交软件上认识了一名女孩，两人很快确定了恋爱关系。这一年期间，对方以各种理由向小朱要钱，共计近十万元。接警后，民警调查发现，小朱的“女友”其实是一名邋遢的中年男子。目前，嫌疑人已被警方刑事拘留。...', '在湖北武汉，有这样一家特殊的拉面店，环卫工人和残疾人进店吃面一律半价。困难居民实在没钱，现场道声“谢谢”，老板就干脆免费。为了避免对方尴尬，老板在顾客吃完面后从不主动提出“买单”。推出爱心服务3个月来，小店已经为百余人提供服务。', ' ', '6月11日早上7点半，当你刚从睡梦中醒来时，', ' 的操场上已经聚集了2000余名毕业生，举行盛大的毕业典礼。“我们5点多就起来，期待着毕业典礼，一大早大家一起来毕业，感觉很特别。”该校毕业生古皓然说。极目新闻记者获悉，该校多年来都把毕业典礼开在一早，“早上办...', '6月10日，真快乐线下主题沙龙交流活动第二站在武汉楚天传媒大厦举行，现场品牌方代表及媒体代表围绕', '，提出了诸如“老牌零售行业不仅需要冲破行业圈层，又需要推动行业更好的发展。”“让优质与低价共存，真正的做到优质低价还利于消费者，同时用创新的营销模式打动消费者”等精彩...', '6月7日，武汉一高考考场散场后，家长和考生没有留下一片垃圾，10余名环卫工扑了空。一位环卫工介绍，这次为了清洁考场门口的卫生，来了10多名环卫工，但是看到人群散去的考场，几乎没有一片垃圾，心里觉得这一届的考生家长素质很高，比以往高太多了。', '...', ' 近日，湖北武汉。婴儿掉落地铁轨道，一位白衣小伙跳下站台救出，小伙未留下姓名离开。这位平凡英雄已被找到，他叫李俊杰，是一位30岁的父亲，他说只是做了件平常事情。', '  ']",2126,109,5845336,会员等级：6级 ,简介:武汉新鲜事，专注武汉！分享武汉的一切吃喝玩乐，让你爱上武汉！
